epoch,val_loss,val_acc,val_f1
1,0.9110671877861023,0.6584177017211914,0.5181175949881892
2,0.7019029855728149,0.7392200827598572,0.6975942778527219
3,0.7021863460540771,0.7410948872566223,0.7216217582413273
4,0.7484021782875061,0.7397825121879578,0.7235956406401075
5,0.8715017437934875,0.7444694638252258,0.720191478529368
6,1.0208377838134766,0.7341582179069519,0.7098803989914987
7,1.053693175315857,0.7337833046913147,0.7116172928067934
8,1.0415328741073608,0.7210348844528198,0.6945530903541447
9,1.2342720031738281,0.7364079356193542,0.708577568856254
